PMID	CUI	Preferred_name	sem_group	score
26416827	C0439799	Channel	spco	3.55
26416827	C1706095	Channel Object	cnce	3.55
26416827	C2825142	Experimental Result	fndg	3.55
26416827	C0439064	Numerous	qnco	3.55
26416827	C1274040	Result	ftcn	3.55
26416827	C1546471	What subject filter - Result	idcn	3.55
26416827	C0243067	defects aspect	ftcn	3.55
26416827	C0008976	Clinical Trials	resa	38.62
26416827	C0009738	Congo	geoa	16.05
26416827	C3264621	ivacaftor	orch	14.64
26416827	C3264621	ivacaftor	phsu	14.64
26416827	C3852684	lumacaftor	orch	14.64
26416827	C3852684	lumacaftor	phsu	14.64
26416827	C0282443	Review [Publication Type]	inpr	11.49
26416827	C1096775	Clinical Trial [Publication Type]	inpr	9.74
26416827	C0030705	Patients	podg	6.72
26416827	C1552617	Act Class - review	idcn	5.18
26416827	C1706852	Article	inpr	5.18
26416827	C2827718	In Vitro Route of Administration	ftcn	5.18
26416827	C0021135	In Vitro [Publication Type]	inpr	5.18
26416827	C1533691	in vitro	qlco	5.18
26416827	C1516606	Clinical Data	inpr	3.56
26416827	C1511726	Data	idcn	3.54
26416827	C3714741	Data (eukaryote)	euka	3.54
26416827	C3245479	Data call receiving device	medd	3.54
26416827	C3811819	CFTR wt Allele	gngm	3.44
26416827	C1524063	Use of	ftcn	3.43
26416827	C3245505	potential	qlco	3.42
27976892	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.39
27976892	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.39
27976892	C0004391	Autophagy	celf	16.30
27976892	C0549249	Depressed Level of Consciousness	fndg	16.12
27976892	C0026882	Mutation	genf	9.92
27976892	C0010674	Cystic Fibrosis	dsyn	9.92
27976892	C1705285	Mutation Abnormality	comd	3.61
27976892	C0588446	Informing patient	hlca	3.60
27976892	C0344315	Depressed mood	fndg	3.50
27976892	C1413365	CFTR gene	gngm	3.47
27976892	C0205214	Common (qualifier value)	qnco	3.47
27976892	C3245511	Common Specifications in HL7 V3 Publishing	inpr	3.47
27976892	C1522138	shared attribute	ftcn	3.47
27976892	C0010648	Cysteamine	orch	16.25
27976892	C0010648	Cysteamine	phsu	16.25
27976892	C0004391	Autophagy	celf	16.04
27976892	C0005532	biology (field)	bmod	9.73
27976892	C0220781	Anabolism	biof	8.34
27976892	C0015684	Fatty Acids	orch	6.69
27976892	C0301869	Immunostimulating conjugate (antigen)	imft	5.18
27976892	C1314939	Involvement with	ftcn	5.18
27976892	C3273238	Regulatory Report	inpr	5.18
27976892	C0684224	Report (document)	inpr	5.18
27976892	C0700287	Reporting	hlca	5.18
27976892	C1883254	Synthesis	acty	5.18
27976892	C1880022	Characterization	acty	3.54
27976892	C0205314	New	qlco	3.42
27976892	C0439611	Preliminary	tmco	3.42
27976892	C0205549	Series	qnco	3.42
27976892	C2348044	Series - set of composite instances	inpr	3.42
27976892	C0205460	biological	qlco	3.42
27976892	C0679622	literary novel	inpr	3.42
27976892	C0012968	Docosahexaenoic Acids	bacs	19.25
27976892	C0012968	Docosahexaenoic Acids	orch	19.25
27976892	C0012968	Docosahexaenoic Acids	phsu	19.25
27976892	C0010648	Cysteamine	orch	16.18
27976892	C0010648	Cysteamine	phsu	16.18
27976892	C1704666	Hyperlink	inpr	3.98
27976892	C1517892	Links List	inpr	3.98
27976892	C1551338	Entity	enty	3.63
27976892	C0205435	First (number)	qnco	3.59
27976892	C1279901	Firstly	qlco	3.59
27976892	C1883254	Synthesis	acty	3.59
27976892	C1521991	Molecular	qlco	3.50
27976892	C0556150	docosahexaenoic acid	orch	3.48
27976892	C0556150	docosahexaenoic acid	phsu	3.48
27976892	C0086418	Homo sapiens	humn	28.65
27976892	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.34
27976892	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.34
27976892	C0004391	Autophagy	celf	16.15
27976892	C0019904	Homozygote	orga	9.72
27976892	C0086045	Mental concentration	menp	3.68
27976892	C0332294	Resulting in	ftcn	3.42
27976892	C1879547	Activation action	acty	3.41
27976892	C1413365	CFTR gene	gngm	3.41
27976892	C0301869	Immunostimulating conjugate (antigen)	imft	3.41
27976892	C0205225	Primary	qlco	3.41
27976892	C0439631	Primary operation	topp	3.41
27976892	C0439612	True primary (qualifier value)	tmco	3.41
27976892	C1711178	Bronchial Epithelial Cell	cell	3.41
27976892	C0008203	Chlorides	inch	16.16
27976892	C3264621	ivacaftor	orch	13.14
27976892	C3264621	ivacaftor	phsu	13.14
27976892	C3852684	lumacaftor	orch	13.14
27976892	C3852684	lumacaftor	phsu	13.14
27976892	C0005507	Biological Assay	lbpr	6.58
27976892	C1547282	Show	anim	3.98
27976892	C0442796	Additive	qlco	3.68
27976892	C1280500	Effect	qlco	3.68
27976892	C2348382	Effect, Appearance	qlco	3.68
27976892	C0301869	Immunostimulating conjugate (antigen)	imft	3.68
27976892	C1550602	additive ingredient	sbst	3.68
27976892	C0205195	Combined	qlco	3.59
27976892	C1273517	Used by	fndg	3.59
27976892	C3811910	combination - answer to question	fndg	3.59
27976892	C1947911	combination of objects	phob	3.59
27976892	C0442805	Increase	ftcn	3.57
27976892	C0444706	Measured	qlco	3.57
27976892	C3541902	Measured Tumor Identification	diap	3.57
27976892	C0596019	Chloride Ion	elii	3.54
27976892	C0521116	Current (present time)	tmco	3.54
27976892	C1705970	Electrical Current	npop	3.54
27976892	C1510438	Assay	lbpr	3.42
27976892	C0542341	Function	ftcn	3.42
27976892	C0205245	Functional	ftcn	3.42
27976892	C2700217	Functional Relationship	cnce	3.42
27976892	C0243073	assay qualifier	qlco	3.42
27976892	C0012771	Disulfides	chvs	19.32
27976892	C0040363	Togo	geoa	17.80
27976892	C0041260	Tryptophanase	aapp	17.80
27976892	C0041260	Tryptophanase	enzy	17.80
27976892	C0038734	Sulfhydryl Compounds	orch	9.90
27976892	C0376315	Manufactured form	mnob	6.70
27976892	C1706701	Acquisition (action)	acty	5.18
27976892	C1301820	Obtain	ftcn	5.18
27976892	C1705178	Order (action)	acty	5.18
27976892	C1705176	Order (arrangement)	qlco	5.18
27976892	C1705175	Order (document)	inpr	5.18
27976892	C1705177	Order (taxonomic)	clas	5.18
27976892	C1882348	Permutation	qlco	5.18
27976892	C3889825	Sequence of Planned Assessment Schedule	inpr	5.18
27976892	C1883351	To	qlco	5.18
27976892	C1522492	Formation	ftcn	3.55
27976892	C0348078	Qualitative form	qlco	3.55
27976892	C0301869	Immunostimulating conjugate (antigen)	imft	3.43
27976892	C0205172	More	ftcn	3.42
27976892	C0442027	Oral	spco	3.42
27976892	C1547311	Patient Condition Code - Stable	inpr	3.42
27976892	C0205360	Stable status	qlco	3.42
27976892	C0034721	Rattus	mamm	30.42
27976892	C0034693	Rattus norvegicus	mamm	30.42
27976892	C0026809	Mus	mamm	28.66
27976892	C0012984	Canis familiaris	mamm	27.26
27976892	C0011209	Obstetric Delivery	topp	9.85
27976892	C0301869	Immunostimulating conjugate (antigen)	imft	7.05
27976892	C1280551	Dog family	mamm	5.18
27976892	C0683607	allowing	socb	5.18
27976892	C0678226	Due to	ftcn	3.63
27976892	C0935763	Bioavailable	qlco	3.56
27976892	C1314680	Non-human parturition, function	orgf	3.54
27976892	C1705822	Transfer Technique	ftcn	3.54
27976892	C0025914	House mice	mamm	3.43
27976892	C0025929	Laboratory mice	mamm	3.43
27976892	C0442027	Oral	spco	3.43
27976892	C0205177	Active	ftcn	3.42
27976892	C3888249	Active License	qlco	3.42
27976892	C0443318	Sustained	ftcn	3.42
27976892	C3853793	active (HL7 RoleLink)	idcn	3.42
27976892	C0205460	biological	qlco	3.42
24598717	C0010674	Cystic Fibrosis	dsyn	10.06
24598717	C0012634	Disease	dsyn	9.73
24598717	C0376558	Life	idcn	9.73
24598717	C0026882	Mutation	genf	9.73
24598717	C1413365	CFTR gene	gngm	5.18
24598717	C4019053	Arising	dora	3.54
24598717	C0332284	Arising in	qlco	3.54
24598717	C0686907	Consequence of	ftcn	3.43
24598717	C0441636	Surgical shortening - action	topp	3.42
24598717	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	45.54
24598717	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	45.54
24598717	C0009738	Congo	geoa	32.31
24598717	C0021699	Integral Membrane Proteins	aapp	9.98
24598717	C1413365	CFTR gene	gngm	7.47
24598717	C3811819	CFTR wt Allele	gngm	6.93
24598717	C0243067	defects aspect	ftcn	5.18
24598717	C0678226	Due to	ftcn	3.56
24598717	C1552740	Entity Determiner - specific	inpr	3.56
24598717	C0205369	Specific qualifier value	qlco	3.56
24598717	C0723712	Therapeutic brand of coal tar	orch	3.56
24598717	C0723712	Therapeutic brand of coal tar	phsu	3.56
24598717	C0087111	Therapeutic procedure	topp	3.56
24598717	C0205419	Variant	qlco	3.56
24598717	C1704735	Regulator	cnce	3.46
24598717	C1704734	Regulator Device Component	mnob	3.46
24598717	C0182953	Regulators (device)	medd	3.46
24598717	C1521840	Target	ftcn	3.46
24598717	C2986546	Target Lesion Identification	diap	3.46
24598717	C0205314	New	qlco	3.43
24598717	C0679622	literary novel	inpr	3.43
24598717	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	68.43
24598717	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	68.43
24598717	C0009738	Congo	geoa	16.18
24598717	C3264621	ivacaftor	orch	13.14
24598717	C3264621	ivacaftor	phsu	13.14
24598717	C0031843	physiological aspects	phsf	13.09
24598717	C1413365	CFTR gene	gngm	10.75
24598717	C0030705	Patients	podg	6.72
24598717	C0013227	Pharmaceutical Preparations	phsu	5.18
24598717	C1254351	Pharmacologic Substance	phsu	5.18
24598717	C0542341	Function	ftcn	3.63
24598717	C0700205	Function Axis	clas	3.63
24598717	C1705273	Mathematical Operator	inpr	3.63
24598717	C0205419	Variant	qlco	3.63
24598717	C3811819	CFTR wt Allele	gngm	3.57
24598717	C1444656	Indicated	fndg	3.57
24598717	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.48
24598717	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.48
24598717	C3264621	ivacaftor	orch	12.90
24598717	C3264621	ivacaftor	phsu	12.90
24598717	C0017431	Genotype	orga	6.71
24598717	C2825142	Experimental Result	fndg	5.18
24598717	C1999230	Providing (action)	acty	5.18
24598717	C1274040	Result	ftcn	5.18
24598717	C1546471	What subject filter - Result	idcn	5.18
24598717	C0034866	Recommendation	idcn	3.57
24598717	C1705938	Base - General Qualifier	idcn	3.56
24598717	C1527178	Basis - conceptual entity	ftcn	3.56
24598717	C1413365	CFTR gene	gngm	3.56
24598717	C0302350	Therapeutic	ftcn	3.44
24598717	C0087111	Therapeutic procedure	topp	3.44
19747007	C0039798	therapeutic aspects	ftcn	22.48
19747007	C0010674	Cystic Fibrosis	dsyn	9.76
19747007	C0008972	Clinical Research	resa	8.34
19747007	C0521116	Current (present time)	tmco	5.18
19747007	C0449788	Count of entities	qnco	3.56
19747007	C0237753	Numbers	qnco	3.56
19747007	C1533734	Administration procedure	topp	3.55
19747007	C1705169	Biomaterial Treatment	cnce	3.55
19747007	C0087111	Therapeutic procedure	topp	3.55
19747007	C1522326	Treating	ftcn	3.55
19747007	C3538994	Treatment Epoch	resa	3.55
19747007	C3887704	treatment - ActInformationManagementReason	hlca	3.55
19747007	C3687832	DRUGS	topp	3.43
19747007	C0013227	Pharmaceutical Preparations	phsu	3.43
19747007	C3245505	potential	qlco	3.43
19747007	C0008809	Ciprofloxacin	orch	42.15
19747007	C0008809	Ciprofloxacin	phsu	42.15
19747007	C0040341	Tobramycin	antb	39.21
19747007	C0040341	Tobramycin	orch	39.21
19747007	C0282386	Levofloxacin	antb	24.11
19747007	C0282386	Levofloxacin	orch	24.11
19747007	C0009316	Colistin	aapp	22.35
19747007	C0009316	Colistin	antb	22.35
19747007	C0004048	Inspiration function	orgf	20.95
19747007	C0002499	Amikacin	antb	17.80
19747007	C0002499	Amikacin	orch	17.80
19747007	C0279516	Anti-Bacterial Agents	antb	16.05
19747007	C0016610	Fosfomycin	antb	12.90
19747007	C0016610	Fosfomycin	orch	12.90
19747007	C0011209	Obstetric Delivery	topp	9.90
19747007	C3853847	Dry Powder Inhaler	bodm	9.79
19747007	C1967611	Dry Powder Inhaler (device)	medd	9.79
19747007	C2700399	Include (action)	acty	5.18
19747007	C0332257	Including (qualifier)	ftcn	5.18
19747007	C1705211	Inhalation Dosing Unit	qnco	5.18
19747007	C0205535	Inhalation Route of Drug Administration	ftcn	5.18
19747007	C1552866	include - SetOperator	idcn	5.18
19747007	C1314680	Non-human parturition, function	orgf	3.59
19747007	C1705822	Transfer Technique	ftcn	3.59
19747007	C0449788	Count of entities	qnco	3.57
19747007	C0237753	Numbers	qnco	3.57
19747007	C0524527	Drug Formulation Process	resa	3.55
19747007	C0557651	Room of building - Study	mnob	3.55
19747007	C1306673	Stage	qlco	3.55
19747007	C2603343	Study	resa	3.55
19747007	C3540763	VARIOUS DRUG CLASSES IN ATC	phsu	3.55
19747007	C0440102	Various patch test substance	irda	3.55
19747007	C0333052	Version	ftcn	3.55
19747007	C3540765	various allergen extracts	imft	3.55
19747007	C3540765	various allergen extracts	phsu	3.55
19747007	C3540008	various antiinfectives and antiseptics for local oral treatment	phsu	3.55
19747007	C3540766	various antiseptic throat preparations	phsu	3.55
19747007	C3540762	various other agents for local oral treatment in ATC	phsu	3.55
19747007	C3540769	various other intestinal adsorbents in ATC	phsu	3.55
19747007	C3540761	various other nasal preparations in ATC	phsu	3.55
19747007	C0418992	Dry powder inhaler administration	topp	3.48
19747007	C1659427	Nebulization	topp	3.44
19747007	C0074554	Simvastatin	orch	27.26
19747007	C0074554	Simvastatin	phsu	27.26
19747007	C0012968	Docosahexaenoic Acids	bacs	20.95
19747007	C0012968	Docosahexaenoic Acids	orch	20.95
19747007	C0012968	Docosahexaenoic Acids	phsu	20.95
19747007	C0020336	Hydroxychloroquine	orch	20.95
19747007	C0020336	Hydroxychloroquine	phsu	20.95
19747007	C0025677	Methotrexate	orch	20.95
19747007	C0025677	Methotrexate	phsu	20.95
19747007	C0002191	alpha 1-Antitrypsin	aapp	20.95
19747007	C0002191	alpha 1-Antitrypsin	bacs	20.95
19747007	C0002191	alpha 1-Antitrypsin	phsu	20.95
19747007	C1318700	Phosphodiesterase 5 inhibitor	phsu	19.41
19747007	C0001047	Acetylcysteine	aapp	16.30
19747007	C0001047	Acetylcysteine	phsu	16.30
19747007	C0017817	Glutathione	aapp	14.64
19747007	C0017817	Glutathione	bacs	14.64
19747007	C0071097	pioglitazone	orch	14.64
19747007	C0071097	pioglitazone	phsu	14.64
19747007	C0003209	Anti-Inflammatory Agents	phsu	12.91
19747007	C0201856	Alpha-1-antitrypsin measurement	lbpr	5.18
19747007	C0549178	Continuous	idcn	5.18
19747007	C0332257	Including (qualifier)	ftcn	5.18
19747007	C0795657	alpha 1-proteinase inhibitor, human	aapp	5.18
19747007	C0795657	alpha 1-proteinase inhibitor, human	imft	5.18
19747007	C0795657	alpha 1-proteinase inhibitor, human	phsu	5.18
19747007	C0556150	docosahexaenoic acid	orch	5.18
19747007	C0556150	docosahexaenoic acid	phsu	5.18
19747007	C2267138	Phosphodiesterase 5 Inhibitors [MoA]	moft	3.64
19747007	C2983596	Clinical Trial Agent	chvf	3.57
19747007	C0442027	Oral	spco	3.50
19747007	C1515999	Anti-inflammatory effect	qlco	3.44
19747007	C0529793	sildenafil	orch	3.43
19747007	C0529793	sildenafil	phsu	3.43
19747007	C0009738	Congo	geoa	32.32
19747007	C0039798	therapeutic aspects	ftcn	22.48
19747007	C0055363	Chloride Channels	aapp	20.95
19747007	C0055363	Chloride Channels	bacs	20.95
19747007	C0037492	Sodium Channel	aapp	19.31
19747007	C0037492	Sodium Channel	bacs	19.31
19747007	C0022009	Ion Channel	aapp	16.10
19747007	C0022009	Ion Channel	bacs	16.10
19747007	C1311572	Moli1901	aapp	14.64
19747007	C0058815	duramycin	aapp	14.64
19747007	C0058815	duramycin	antb	14.64
19747007	C3811819	CFTR wt Allele	gngm	6.94
19747007	C0008972	Clinical Research	resa	6.73
19747007	C1879547	Activation action	acty	5.18
19747007	C0332270	Alternating	ftcn	5.18
19747007	C1523987	Alternative	cnce	5.18
19747007	C1998014	Denufosol	nnon	5.18
19747007	C1998014	Denufosol	phsu	5.18
19747007	C0597535	Success	socb	5.18
19747007	C1272703	Successful	qlco	5.18
19747007	C3853838	activate - Data Operation	ftcn	5.18
19747007	C1515877	activate biological process	ftcn	5.18
19747007	C0231491	Antagonist muscle action	ortf	3.63
19747007	C1704735	Regulator	cnce	3.61
19747007	C1704734	Regulator Device Component	mnob	3.61
19747007	C0182953	Regulators (device)	medd	3.61
19747007	C0205563	Clinical stage finding	tmco	3.57
19747007	C0450442	Agent	chvf	3.57
19747007	C1254351	Pharmacologic Substance	phsu	3.57
19747007	C1521826	Protocol Agent	inpr	3.57
19747007	C1533734	Administration procedure	topp	3.56
19747007	C1705169	Biomaterial Treatment	cnce	3.56
19747007	C0087111	Therapeutic procedure	topp	3.56
19747007	C1522326	Treating	ftcn	3.56
19747007	C3538994	Treatment Epoch	resa	3.56
19747007	C3887704	treatment - ActInformationManagementReason	hlca	3.56
19747007	C0683312	Categories	inpr	3.55
19747007	C3889287	Digital Content Category	clas	3.55
19747007	C1948052	Now (temporal qualifier)	tmco	3.55
19747007	C0557651	Room of building - Study	mnob	3.55
19747007	C1306673	Stage	qlco	3.55
19747007	C2603343	Study	resa	3.55
19747007	C1518422	Negation	ftcn	3.47
19747007	C2752508	fully spanning the plasma membrane	celc	3.47
19747007	C1167322	integral to membrane	celc	3.47
19747007	C0443264	Modulated	spco	3.46
19747007	C0304231	Therapeutic agent	mnob	3.45
19747007	C1611640	Therapeutic agent (substance)	phsu	3.45
19747007	C0205314	New	qlco	3.43
19747007	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.61
19747007	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.61
19747007	C0023981	Longitudinal Studies	resa	22.42
19747007	C0009738	Congo	geoa	17.80
19747007	C0017337	Genes	gngm	16.04
19747007	C2930764	ataluren	orch	14.64
19747007	C2930764	ataluren	phsu	14.64
19747007	C0031847	physiopathological	ftcn	9.76
19747007	C0008972	Clinical Research	resa	8.34
19747007	C0017296	gene therapy	topp	7.62
19747007	C3811819	CFTR wt Allele	gngm	5.18
19747007	C0549178	Continuous	idcn	5.18
19747007	C3252847	VX 809	orch	5.18
19747007	C3252847	VX 809	phsu	5.18
19747007	C2741958	VX-770	orch	5.18
19747007	C0549255	Excitation	acty	3.98
19747007	C1413365	CFTR gene	gngm	3.68
19747007	C1517499	Gene Transfer	mbrt	3.64
19747007	C1269765	Assisted (qualifier value)	qlco	3.59
19747007	C2349182	Correct (qualifier)	qlco	3.59
19747007	C3844638	Either	fndg	3.59
19747007	C1552861	Help document	inpr	3.59
19747007	C0450442	Agent	chvf	3.55
19747007	C1254351	Pharmacologic Substance	phsu	3.55
19747007	C1521826	Protocol Agent	inpr	3.55
19747007	C1947976	Correction (change)	ftcn	3.55
19747007	C1705565	Correction Report	inpr	3.55
19747007	C3846446	Prospective, NOS	fndg	3.50
19747007	C3242274	new therapy	fndg	3.46
19747007	C3887505	DYSFUNCTION - SKIN DISORDERS	dsyn	3.45
19747007	C3887504	Dysfunction	cnce	3.45
19747007	C0277785	Functional disorder	patf	3.45
19747007	C1280500	Effect	qlco	3.42
19747007	C2348382	Effect, Appearance	qlco	3.42
19747007	C0009738	Congo	geoa	32.60
19747007	C0220825	Evaluation	hlca	13.03
19747007	C0282443	Review [Publication Type]	inpr	11.49
19747007	C0242481	Research Activities	resa	9.90
19747007	C0035168	research	resa	9.90
19747007	C0015450	Face	blor	9.86
19747007	C3811819	CFTR wt Allele	gngm	7.22
19747007	C3245505	potential	qlco	6.89
19747007	C0008972	Clinical Research	resa	6.79
19747007	C1552617	Act Class - review	idcn	5.18
19747007	C1706852	Article	inpr	5.18
19747007	C0521116	Current (present time)	tmco	5.18
19747007	C0805586	Challenge	hlca	3.57
19747007	C0871489	teams	grup	3.57
19747007	C1281591	Entire face	bpoc	3.55
19747007	C1280519	Effectiveness	qlco	3.55
19747007	C1707887	Efficacy Study	resa	3.55
19747007	C3469597	Administration of medication	hlca	3.54
19747007	C0150270	Medication Management	hlca	3.54
19747007	C3242274	new therapy	fndg	3.44
19747007	C0205210	Clinical	qlco	3.44
19747007	C1553058	Neuropsychologist - Clinical	prog	3.44
19747007	C0237412	Psychologist - Clinical	prog	3.44
19747007	C0497591	Social Worker - Clinical	prog	3.44
19747007	C1516048	Assessed	acty	3.42
26968770	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.43
26968770	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.43
26968770	C0031843	physiological aspects	phsf	13.14
26968770	C0332185	Recent	tmco	7.01
26968770	C0205210	Clinical	qlco	6.95
26968770	C1553058	Neuropsychologist - Clinical	prog	6.95
26968770	C0237412	Psychologist - Clinical	prog	6.95
26968770	C0497591	Social Worker - Clinical	prog	6.95
26968770	C0443264	Modulated	spco	5.18
26968770	C1518422	Negation	ftcn	5.18
26968770	C1547282	Show	anim	3.98
26968770	C1261322	Evaluation procedure	hlca	3.68
26968770	C0542341	Function	ftcn	3.68
26968770	C0700205	Function Axis	clas	3.68
26968770	C1705273	Mathematical Operator	inpr	3.68
26968770	C0441712	Mechanism (attribute)	ftcn	3.68
26968770	C1706376	Mechanism Component of Device	mnob	3.68
26968770	C0332290	Consistent with	idcn	3.64
26968770	C0814225	benefit	qnco	3.63
26968770	C0087111	Therapeutic procedure	topp	3.61
26968770	C0205195	Combined	qlco	3.59
26968770	C1273517	Used by	fndg	3.59
26968770	C3811910	combination - answer to question	fndg	3.59
26968770	C1947911	combination of objects	phob	3.59
26968770	C1413365	CFTR gene	gngm	3.50
26968770	C1521991	Molecular	qlco	3.50
26968770	C1546944	Event Seriousness - Significant	qlco	3.48
26968770	C0750502	Significant	idcn	3.48
26968770	C0237881	Statistical Significance	qnco	3.48
26968770	C0205540	Approved	qlco	3.47
26968770	C2825142	Experimental Result	fndg	3.42
26968770	C1274040	Result	ftcn	3.42
26968770	C1546471	What subject filter - Result	idcn	3.42
26968770	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.35
26968770	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.35
26968770	C0920367	Tomography, Optical Coherence	diap	19.37
26968770	C0040363	Togo	geoa	17.80
26968770	C0041260	Tryptophanase	aapp	17.80
26968770	C0041260	Tryptophanase	enzy	17.80
26968770	C0026687	Mucociliary Clearance	clna	14.64
26968770	C1524059	mechanism of action qualifier	ftcn	13.08
26968770	C0014003	Employment	qlco	11.49
26968770	C0031327	Drug Kinetics	phsf	9.92
26968770	C0000936	Visual Accommodation	clna	9.88
26968770	C1516048	Assessed	acty	5.18
26968770	C0557351	Employed	fndg	5.18
26968770	C1883351	To	qlco	5.18
26968770	C1280500	Effect	qlco	3.57
26968770	C2981153	Finding related to focusing	fndg	3.57
26968770	C1413365	CFTR gene	gngm	3.42
26968770	C1704970	Means	cnce	3.42
26968770	C3811161	Micro (prefix)	cnce	3.42
26968770	C4049106	Microbiology - Laboratory Class	inpr	3.42
26968770	C0085672	Microbiology procedure	lbpr	3.42
26968770	C0205314	New	qlco	3.42
26968770	C1553035	Unit Of Measure Prefix - micro	qnco	3.42
26968770	C0679622	literary novel	inpr	3.42
26968770	C1709060	Modulator Device Component	mnob	3.40
26968770	C0086418	Homo sapiens	humn	28.66
26968770	C0039798	therapeutic aspects	ftcn	22.49
26968770	C0015422	Eyelash	bpoc	19.34
26968770	C0162585	Ion Transport	celf	13.22
26968770	C0026687	Mucociliary Clearance	clna	13.22
26968770	C3264621	ivacaftor	orch	13.03
26968770	C3264621	ivacaftor	phsu	13.03
26968770	C0026882	Mutation	genf	9.99
26968770	C0042784	Viscosity	npop	9.85
26968770	C0458827	Airway structure	bpoc	6.93
26968770	C0178987	Artificial Airways	medd	6.93
26968770	C0030705	Patients	podg	6.58
26968770	C0441712	Mechanism (attribute)	ftcn	3.68
26968770	C1706376	Mechanism Component of Device	mnob	3.68
26968770	C1705285	Mutation Abnormality	comd	3.68
26968770	C0439603	Frequencies (time pattern)	tmco	3.63
26968770	C3898838	How Often	inpr	3.63
26968770	C1561548	Kind of quantity - Frequency	qlco	3.63
26968770	C1521828	Rate	qnco	3.63
26968770	C0871208	Rating (action)	acty	3.63
26968770	C0871396	Spatial Frequency	qnco	3.63
26968770	C1705502	Statistical Frequency	qnco	3.63
26968770	C0376249	With frequency	qnco	3.63
26968770	C0205125	Depth	spco	3.61
26968770	C1288305	Entire eyelash	bpoc	3.57
26968770	C1272684	Accepted	qlco	3.57
26968770	C1533734	Administration procedure	topp	3.57
26968770	C1705169	Biomaterial Treatment	cnce	3.57
26968770	C3539655	CDISC Findings Class	inpr	3.57
26968770	C0443211	Established	qlco	3.57
26968770	C2926606	Procedure findings:Finding:Point in time:^Patient:Narrative	clna	3.57
26968770	C0087111	Therapeutic procedure	topp	3.57
26968770	C1522326	Treating	ftcn	3.57
26968770	C3538994	Treatment Epoch	resa	3.57
26968770	C2607943	findings aspects	ftcn	3.57
26968770	C3887704	treatment - ActInformationManagementReason	hlca	3.57
26968770	C0872351	monolayer	clnd	3.55
26968770	C1547055	*Viscosity	qnco	3.54
26968770	C0391802	Blood viscosity examination	lbpr	3.54
26968770	C1710548	Unique	qlco	3.50
26968770	C0442805	Increase	ftcn	3.48
26968770	C0205217	Increased	qnco	3.48
26968770	C1304698	Liquid (finding)	fndg	3.47
26968770	C1546699	Liquid NOS - Specimen Source Codes	inpr	3.47
26968770	C1561501	Liquid Specimen	sbst	3.47
26968770	C0301571	Liquid diet	topp	3.47
26968770	C0302908	Liquid substance	sbst	3.47
26968770	C0205148	Surface	spco	3.47
26968770	C0332287	In addition to	ftcn	3.44
26968770	C2753459	mucus layer	bdsu	3.43
26968770	C0205225	Primary	qlco	3.42
26968770	C0439631	Primary operation	topp	3.42
26968770	C0439612	True primary (qualifier value)	tmco	3.42
26968770	C0205216	Decreased	qnco	3.42
26968770	C0442797	Decreasing	qlco	3.42
26968770	C1704419	Effective	qlco	3.42
26968770	C1280519	Effectiveness	qlco	3.42
26968770	C0392756	Reduced	qlco	3.42
26968770	C3264621	ivacaftor	orch	13.05
26968770	C3264621	ivacaftor	phsu	13.05
26968770	C0042784	Viscosity	npop	9.99
26968770	C0026727	Mucous body substance	bdsu	9.81
26968770	C0030705	Patients	podg	6.72
26968770	C2349179	End Point	qlco	5.18
26968770	C1314939	Involvement with	ftcn	5.18
26968770	C0332293	Treated with	topp	3.72
26968770	C1547055	*Viscosity	qnco	3.68
26968770	C0391802	Blood viscosity examination	lbpr	3.68
26968770	C0441712	Mechanism (attribute)	ftcn	3.68
26968770	C1706376	Mechanism Component of Device	mnob	3.68
26968770	C0332290	Consistent with	idcn	3.64
26968770	C1441672	Observed	ftcn	3.57
26968770	C0205314	New	qlco	3.50
26968770	C1546714	Specimen Source Codes - Mucus	inpr	3.50
26968770	C0679622	literary novel	inpr	3.50
26968770	C2753459	mucus layer	bdsu	3.50
26968770	C0814225	benefit	qnco	3.44
26968770	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	aapp	22.43
26968770	C0056889	Cystic Fibrosis Transmembrane Conductance Regulator	bacs	22.43
26968770	C0031843	physiological aspects	phsf	14.64
26968770	C0030705	Patients	podg	6.72
26968770	C0231242	Complicated	ftcn	5.18
26968770	C0542341	Function	ftcn	5.18
26968770	C0700205	Function Axis	clas	5.18
